End X,End Y,End Z,Start X,Start Y,Start Z
2.3601,2.9235,0.0000,2.3819,2.9233,0.0000
2.3657,3.1083,0.0000,2.3020,3.1072,0.0000
2.3681,2.4384,0.0000,2.3911,2.4383,0.0000
2.3701,2.5302,0.0000,2.3950,2.5301,0.0000
2.3819,2.9233,0.0000,2.4037,2.9231,0.0000
2.3911,2.4383,0.0000,2.4141,2.4382,0.0000
2.3950,2.5301,0.0000,2.4214,2.5300,0.0000
2.4023,1.4633,0.0000,2.4383,1.4635,0.0000
2.4037,2.9231,0.0000,2.4255,2.9228,0.0000
2.4141,2.4382,0.0000,2.4370,2.4381,0.0000
2.4214,2.5300,0.0000,2.4447,2.5299,0.0000
2.4255,2.9228,0.0000,2.4495,2.9226,0.0000
2.4293,3.1088,0.0000,2.3657,3.1083,0.0000
2.4370,2.4381,0.0000,2.4600,2.4380,0.0000
2.4383,1.4635,0.0000,2.4843,1.4637,0.0000
2.4447,2.5299,0.0000,2.4695,2.5299,0.0000
2.4495,2.9226,0.0000,2.4690,2.9226,0.0000
2.4600,2.4380,0.0000,2.4717,2.4379,0.0000
2.4690,2.9226,0.0000,2.4908,2.9225,0.0000
2.4695,2.5299,0.0000,2.4943,2.5298,0.0000
2.4717,2.4379,0.0000,2.5059,2.4378,0.0000
2.4843,1.4637,0.0000,2.5303,1.4640,0.0000
2.4908,2.9225,0.0000,2.5125,2.9226,0.0000
2.4929,3.1087,0.0000,2.4293,3.1088,0.0000
2.4943,2.5298,0.0000,2.5192,2.5298,0.0000
2.5059,2.4378,0.0000,2.5289,2.4378,0.0000
2.5125,2.9226,0.0000,2.5343,2.9227,0.0000
2.5192,2.5298,0.0000,2.5440,2.5298,0.0000
2.5289,2.4378,0.0000,2.5519,2.4378,0.0000
2.5303,1.4640,0.0000,2.5764,1.4643,0.0000
2.5343,2.9227,0.0000,2.5561,2.9229,0.0000
2.5440,2.5298,0.0000,2.5688,2.5297,0.0000
2.5519,2.4378,0.0000,2.5749,2.4378,0.0000
2.5561,2.9229,0.0000,2.5778,2.9231,0.0000
2.5564,3.1083,0.0000,2.4929,3.1087,0.0000
2.5688,2.5297,0.0000,2.5936,2.5297,0.0000
2.5749,2.4378,0.0000,2.5979,2.4378,0.0000
2.5764,1.4643,0.0000,2.6224,1.4647,0.0000
2.5778,2.9231,0.0000,2.5996,2.9233,0.0000
2.5936,2.5297,0.0000,2.6184,2.5298,0.0000
2.5979,2.4378,0.0000,2.6208,2.4379,0.0000
2.5996,2.9233,0.0000,2.6214,2.9236,0.0000
2.6200,3.1076,0.0000,2.5564,3.1083,0.0000
