Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(?),Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB
2L,2L3X2X1/2SLBB,2L3X2X1/2SLBB,F,15.4,4.52,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.580,–,–,0.377,–,6.00,–,–,–,–,1.33,1.77,0.940,0.543,9.11,4.88,3.04,1.42,–,–,–,–,–,–,–,–,–,–,–,–,1.55,0.955,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X1/2X3/8SLBB,2L3X2X1/2X3/8SLBB,F,15.4,4.52,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.580,–,–,0.377,–,6.00,–,–,–,–,1.33,1.77,0.940,0.543,11.0,5.73,3.45,1.56,–,–,–,–,–,–,–,–,–,–,–,–,1.69,0.962,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X1/2X3/4SLBB,2L3X2X1/2X3/4SLBB,F,15.4,4.52,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.580,–,–,0.377,–,6.00,–,–,–,–,1.33,1.77,0.940,0.543,13.4,6.58,3.97,1.72,–,–,–,–,–,–,–,–,–,–,–,–,1.83,0.968,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X3/8SLBB,2L3X2X3/8SLBB,F,11.8,3.50,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.535,–,–,0.292,–,8.00,–,–,–,–,1.08,1.36,0.736,0.555,6.76,3.60,2.25,1.39,–,–,–,–,–,–,–,–,–,–,–,–,1.54,0.949,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X3/8X3/8SLBB,2L3X2X3/8X3/8SLBB,F,11.8,3.50,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.535,–,–,0.292,–,8.00,–,–,–,–,1.08,1.36,0.736,0.555,8.30,4.26,2.60,1.54,–,–,–,–,–,–,–,–,–,–,–,–,1.67,0.957,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X3/8X3/4SLBB,2L3X2X3/8X3/4SLBB,F,11.8,3.50,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.535,–,–,0.292,–,8.00,–,–,–,–,1.08,1.36,0.736,0.555,10.0,4.92,2.96,1.69,–,–,–,–,–,–,–,–,–,–,–,–,1.81,0.963,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X5/16SLBB,2L3X2X5/16SLBB,F,10.0,2.96,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.511,–,–,0.247,–,9.58,–,–,–,–,0.935,1.14,0.628,0.562,5.64,2.99,1.88,1.38,–,–,–,–,–,–,–,–,–,–,–,–,1.53,0.946,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X5/16X3/8SLBB,2L3X2X5/16X3/8SLBB,F,10.0,2.96,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.511,–,–,0.247,–,9.58,–,–,–,–,0.935,1.14,0.628,0.562,6.84,3.54,2.15,1.52,–,–,–,–,–,–,–,–,–,–,–,–,1.66,0.954,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X5/16X3/4SLBB,2L3X2X5/16X3/4SLBB,F,10.0,2.96,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.511,–,–,0.247,–,9.58,–,–,–,–,0.935,1.14,0.628,0.562,8.26,4.10,2.45,1.67,–,–,–,–,–,–,–,–,–,–,–,–,1.80,0.961,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X1/4SLBB,2L3X2X1/4SLBB,F,8.20,2.40,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.487,–,–,0.200,–,12.0,–,–,–,–,0.779,0.926,0.515,0.569,4.50,2.35,1.50,1.37,–,–,–,–,–,–,–,–,–,–,–,–,1.52,0.944,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X1/4X3/8SLBB,2L3X2X1/4X3/8SLBB,F,8.20,2.40,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.487,–,–,0.200,–,12.0,–,–,–,–,0.779,0.926,0.515,0.569,5.47,2.80,1.72,1.51,–,–,–,–,–,–,–,–,–,–,–,–,1.65,0.952,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X1/4X3/4SLBB,2L3X2X1/4X3/4SLBB,F,8.20,2.40,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.487,–,–,0.200,–,12.0,–,–,–,–,0.779,0.926,0.515,0.569,6.61,3.25,1.96,1.66,–,–,–,–,–,–,–,–,–,–,–,–,1.79,0.959,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X3/16SLBB,2L3X2X3/16SLBB,F,6.14,1.83,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.462,–,–,0.153,–,16.0,–,–,–,–,0.610,0.703,0.396,0.577,3.34,1.75,1.11,1.35,–,–,–,–,–,–,–,–,–,–,–,–,1.52,0.941,–,0.998,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X3/16X3/8SLBB,2L3X2X3/16X3/8SLBB,F,6.14,1.83,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.462,–,–,0.153,–,16.0,–,–,–,–,0.610,0.703,0.396,0.577,4.06,2.09,1.27,1.49,–,–,–,–,–,–,–,–,–,–,–,–,1.64,0.950,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X3/16X3/4SLBB,2L3X2X3/16X3/4SLBB,F,6.14,1.83,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.462,–,–,0.153,–,16.0,–,–,–,–,0.610,0.703,0.396,0.577,4.92,2.43,1.46,1.64,–,–,–,–,–,–,–,–,–,–,–,–,1.78,0.957,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X2X3/8SLBB,2L2-1/2X2X3/8SLBB,F,10.6,3.10,2.00,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.578,–,–,0.310,–,6.67,–,–,–,–,1.03,1.31,0.722,0.574,3.96,2.56,1.58,1.13,–,–,–,–,–,–,–,–,–,–,–,–,1.32,0.913,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X2X3/8X3/8SLBB,2L2-1/2X2X3/8X3/8SLBB,F,10.6,3.10,2.00,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.578,–,–,0.310,–,6.67,–,–,–,–,1.03,1.31,0.722,0.574,5.00,3.14,1.86,1.27,–,–,–,–,–,–,–,–,–,–,–,–,1.45,0.927,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X2X3/8X3/4SLBB,2L2-1/2X2X3/8X3/4SLBB,F,10.6,3.10,2.00,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.578,–,–,0.310,–,6.67,–,–,–,–,1.03,1.31,0.722,0.574,6.25,3.72,2.17,1.42,–,–,–,–,–,–,–,–,–,–,–,–,1.59,0.939,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X2X5/16SLBB,2L2-1/2X2X5/16SLBB,F,9.00,2.64,2.00,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.555,–,–,0.264,–,7.99,–,–,–,–,0.891,1.11,0.617,0.581,3.31,2.12,1.32,1.12,–,–,–,–,–,–,–,–,–,–,–,–,1.32,0.909,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X2X5/16X3/8SLBB,2L2-1/2X2X5/16X3/8SLBB,F,9.00,2.64,2.00,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.555,–,–,0.264,–,7.99,–,–,–,–,0.891,1.11,0.617,0.581,4.19,2.61,1.56,1.26,–,–,–,–,–,–,–,–,–,–,–,–,1.44,0.923,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X2X5/16X3/4SLBB,2L2-1/2X2X5/16X3/4SLBB,F,9.00,2.64,2.00,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.555,–,–,0.264,–,7.99,–,–,–,–,0.891,1.11,0.617,0.581,5.25,3.11,1.83,1.41,–,–,–,–,–,–,–,–,–,–,–,–,1.58,0.936,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X2X1/4SLBB,2L2-1/2X2X1/4SLBB,F,7.24,2.14,2.00,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.532,–,–,0.214,–,10.0,–,–,–,–,0.744,0.909,0.507,0.589,2.59,1.67,1.04,1.10,–,–,–,–,–,–,–,–,–,–,–,–,1.32,0.904,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X2X1/4X3/8SLBB,2L2-1/2X2X1/4X3/8SLBB,F,7.24,2.14,2.00,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.532,–,–,0.214,–,10.0,–,–,–,–,0.744,0.909,0.507,0.589,3.29,2.07,1.22,1.24,–,–,–,–,–,–,–,–,–,–,–,–,1.43,0.920,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X2X1/4X3/4SLBB,2L2-1/2X2X1/4X3/4SLBB,F,7.24,2.14,2.00,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.532,–,–,0.214,–,10.0,–,–,–,–,0.744,0.909,0.507,0.589,4.13,2.47,1.44,1.39,–,–,–,–,–,–,–,–,–,–,–,–,1.57,0.933,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X2X3/16SLBB,2L2-1/2X2X3/16SLBB,F,5.50,1.64,2.00,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.508,–,–,0.164,–,13.3,–,–,–,–,0.583,0.695,0.391,0.597,1.95,1.23,0.780,1.09,–,–,–,–,–,–,–,–,–,–,–,–,1.31,0.901,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X2X3/16X3/8SLBB,2L2-1/2X2X3/16X3/8SLBB,F,5.50,1.64,2.00,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.508,–,–,0.164,–,13.3,–,–,–,–,0.583,0.695,0.391,0.597,2.48,1.54,0.923,1.23,–,–,–,–,–,–,–,–,–,–,–,–,1.43,0.916,–,0.983,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X2X3/16X3/4SLBB,2L2-1/2X2X3/16X3/4SLBB,F,5.50,1.64,2.00,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.508,–,–,0.164,–,13.3,–,–,–,–,0.583,0.695,0.391,0.597,3.12,1.85,1.09,1.38,–,–,–,–,–,–,–,–,–,–,–,–,1.56,0.929,–,0.983,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X1-1/2X1/4SLBB,2L2-1/2X1-1/2X1/4SLBB,F,6.38,1.89,1.50,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.372,–,–,0.189,–,10.0,–,–,–,–,0.316,1.12,0.280,0.409,2.59,1.64,1.04,1.170,–,–,–,–,–,–,–,–,–,–,–,–,1.26,0.962,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X1-1/2X1/4X3/8SLBB,2L2-1/2X1-1/2X1/4X3/8SLBB,F,6.38,1.89,1.50,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.372,–,–,0.189,–,10.0,–,–,–,–,0.316,1.12,0.280,0.409,3.29,2.00,1.22,1.315,–,–,–,–,–,–,–,–,–,–,–,–,1.40,0.969,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X1-1/2X1/4X3/4SLBB,2L2-1/2X1-1/2X1/4X3/4SLBB,F,6.38,1.89,1.50,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.372,–,–,0.189,–,10.0,–,–,–,–,0.316,1.12,0.280,0.409,4.08,2.35,1.42,1.469,–,–,–,–,–,–,–,–,–,–,–,–,1.55,0.975,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X1-1/2X3/16SLBB,2L2-1/2X1-1/2X3/16SLBB,F,4.88,1.45,1.50,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.347,–,–,0.145,–,13.3,–,–,–,–,0.249,0.820,0.216,0.416,1.95,1.21,0.780,1.160,–,–,–,–,–,–,–,–,–,–,–,–,1.26,0.959,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X1-1/2X3/16X3/8SLBB,2L2-1/2X1-1/2X3/16X3/8SLBB,F,4.88,1.45,1.50,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.347,–,–,0.145,–,13.3,–,–,–,–,0.249,0.820,0.216,0.416,2.45,1.49,0.912,1.302,–,–,–,–,–,–,–,–,–,–,–,–,1.39,0.967,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L2-1/2X1-1/2X3/16X3/4SLBB,2L2-1/2X1-1/2X3/16X3/4SLBB,F,4.88,1.45,1.50,–,–,–,–,–,–,–,2.50,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.347,–,–,0.145,–,13.3,–,–,–,–,0.249,0.820,0.216,0.416,3.09,1.76,1.07,1.455,–,–,–,–,–,–,–,–,–,–,–,–,1.53,0.973,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X12X.625,HSS20X12X5/8,F,127.37,35.0,–,–,20.0,18.3,–,–,–,12.0,10.3,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,17.7,–,31.5,–,1880,230,188,7.33,851,162,142,4.93,–,–,–,1890,–,257,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X12X.500,HSS20X12X1/2,F,103.3,28.3,–,–,20.0,18.6,–,–,–,12.0,10.6,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,22.8,–,40.0,–,1550,188,155,7.39,705,132,117,4.99,–,–,–,1540,–,209,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X12X.375,HSS20X12X3/8,F,78.52,21.5,–,–,20.0,19.0,–,–,–,12.0,11.0,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,31.5,–,54.4,–,1200,144,120,7.45,547,102,91.1,5.04,–,–,–,1180,–,160,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X12X.313,HSS20X12X5/16,F,65.87,18.1,–,–,20.0,19.1,–,–,–,12.0,11.1,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,38.1,–,65.6,–,1010,122,101,7.48,464,85.8,77.3,5.07,–,–,–,997,–,134,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X8X.625,HSS20X8X5/8,F,110.36,30.3,–,–,20.0,18.3,–,–,–,8.00,6.26,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,10.8,–,31.5,–,1440,185,144,6.89,338,96.4,84.6,3.34,–,–,–,916,–,167,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X8X.500,HSS20X8X1/2,F,89.68,24.6,–,–,20.0,18.6,–,–,–,8.00,6.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,14.2,–,40.0,–,1190,152,119,6.96,283,79.5,70.8,3.39,–,–,–,757,–,137,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X8X.375,HSS20X8X3/8,F,68.31,18.7,–,–,20.0,19.0,–,–,–,8.00,6.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,19.9,–,54.4,–,926,117,92.6,7.03,222,61.5,55.6,3.44,–,–,–,586,–,105,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X8X.313,HSS20X8X5/16,F,57.36,15.7,–,–,20.0,19.1,–,–,–,8.00,7.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,24.5,–,65.6,–,786,98.6,78.6,7.07,189,52.0,47.4,3.47,–,–,–,496,–,88.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X4X.500,HSS20X4X1/2,F,76.07,20.9,–,–,20.0,18.6,–,–,–,4.00,2.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,5.59,–,40.0,–,838,115,83.8,6.33,58.7,34.0,29.3,1.68,–,–,–,195,–,63.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X4X.375,HSS20X4X3/8,F,58.1,16.0,–,–,20.0,19.0,–,–,–,4.00,2.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,8.45,–,54.4,–,657,89.3,65.7,6.42,47.6,26.8,23.8,1.73,–,–,–,156,–,49.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X4X.313,HSS20X4X5/16,F,48.86,13.4,–,–,20.0,19.1,–,–,–,4.00,3.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,10.8,–,65.6,–,560,75.6,56.0,6.46,41.2,22.9,20.6,1.75,–,–,–,134,–,42.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X4X.250,HSS20X4X1/4,F,39.43,10.8,–,–,20.0,19.3,–,–,–,4.00,3.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,14.2,–,82.8,–,458,61.5,45.8,6.50,34.3,18.7,17.1,1.78,–,–,–,111,–,34.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS18X6X.625,HSS18X6X5/8,F,93.34,25.7,–,–,18.0,16.3,–,–,–,6.00,4.26,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,7.33,–,28.1,–,923,135,103,6.00,158,61.0,52.7,2.48,–,–,–,462,–,109,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS18X6X.500,HSS18X6X1/2,F,76.07,20.9,–,–,18.0,16.6,–,–,–,6.00,4.61,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,9.91,–,35.7,–,770,112,85.6,6.07,134,50.7,44.6,2.53,–,–,–,387,–,89.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS18X6X.375,HSS18X6X3/8,F,58.1,16.0,–,–,18.0,17.0,–,–,–,6.00,4.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,14.2,–,48.7,–,602,86.4,66.9,6.15,106,39.5,35.5,2.58,–,–,–,302,–,69.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS18X6X.313,HSS18X6X5/16,F,48.86,13.4,–,–,18.0,17.1,–,–,–,6.00,5.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,17.6,–,58.8,–,513,73.1,57.0,6.18,91.3,33.5,30.4,2.61,–,–,–,257,–,58.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS18X6X.250,HSS18X6X1/4,F,39.43,10.8,–,–,18.0,17.3,–,–,–,6.00,5.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,22.7,–,74.2,–,419,59.4,46.5,6.22,75.1,27.3,25.0,2.63,–,–,–,210,–,47.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X16X.625,HSS16X16X5/8,F,127.37,35.0,–,–,16.0,14.3,–,–,–,16.0,14.3,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,24.6,–,24.6,–,1370,200,171,6.25,1370,200,171,6.25,–,–,–,2170,–,276,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X16X.500,HSS16X16X1/2,F,103.3,28.3,–,–,16.0,14.6,–,–,–,16.0,14.6,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,31.4,–,31.4,–,1130,164,141,6.31,1130,164,141,6.31,–,–,–,1770,–,224,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X16X.375,HSS16X16X3/8,F,78.52,21.5,–,–,16.0,15.0,–,–,–,16.0,15.0,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,43.0,–,43.0,–,873,126,109,6.37,873,126,109,6.37,–,–,–,1350,–,171,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X16X.313,HSS16X16X5/16,F,65.87,18.1,–,–,16.0,15.1,–,–,–,16.0,15.1,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,51.9,–,51.9,–,739,106,92.3,6.39,739,106,92.3,6.39,–,–,–,1140,–,144,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X12X.625,HSS16X12X5/8,F,110.36,30.3,–,–,16.0,14.3,–,–,–,12.0,10.3,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,17.7,–,24.6,–,1090,165,136,6.00,700,135,117,4.80,–,–,–,1370,–,204,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X12X.500,HSS16X12X1/2,F,89.68,24.6,–,–,16.0,14.6,–,–,–,12.0,10.6,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,22.8,–,31.4,–,904,135,113,6.06,581,111,96.8,4.86,–,–,–,1120,–,166,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X12X.375,HSS16X12X3/8,F,68.31,18.7,–,–,16.0,15.0,–,–,–,12.0,11.0,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,31.5,–,43.0,–,702,104,87.7,6.12,452,85.5,75.3,4.91,–,–,–,862,–,127,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X12X.313,HSS16X12X5/16,F,57.36,15.7,–,–,16.0,15.1,–,–,–,12.0,11.1,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,38.1,–,51.9,–,595,87.7,74.4,6.15,384,72.2,64.0,4.94,–,–,–,727,–,107,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X8X.625,HSS16X8X5/8,F,93.34,25.7,–,–,16.0,14.3,–,–,–,8.00,6.26,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,10.8,–,24.6,–,815,129,102,5.64,274,79.2,68.6,3.27,–,–,–,681,–,132,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X8X.500,HSS16X8X1/2,F,76.07,20.9,–,–,16.0,14.6,–,–,–,8.00,6.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,14.2,–,31.4,–,679,106,84.9,5.70,230,65.5,57.6,3.32,–,–,–,563,–,108,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X8X.375,HSS16X8X3/8,F,58.1,16.0,–,–,16.0,15.0,–,–,–,8.00,6.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,19.9,–,43.0,–,531,82.1,66.3,5.77,181,50.8,45.3,3.37,–,–,–,436,–,83.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X8X.313,HSS16X8X5/16,F,48.86,13.4,–,–,16.0,15.1,–,–,–,8.00,7.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,24.5,–,51.9,–,451,69.4,56.4,5.80,155,43.0,38.7,3.40,–,–,–,369,–,70.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
