Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(?),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,SwA / 103,SwB / 103,SwC / 103,SzA / 103,SzB / 103,SzC / 103,rts,ho,PA,PB
2L,2L152X152X9.5X19,2L152X152X9.5X19,44.4,5650,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,9.53,–,–,–,–,–,–,41.1,–,–,9.27,–,16.0,–,–,–,–,12.8,205,115,47.5,27.4,313,169,69.6,–,–,–,–,–,–,–,–,–,–,–,–,91.7,0.842,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X7.9,2L152X152X7.9,37.0,4740,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,7.94,–,–,–,–,–,–,40.6,–,–,7.77,–,19.2,–,–,–,–,10.8,172,96.7,47.8,18.6,211,122,62.7,–,–,–,–,–,–,–,–,–,–,–,–,86.9,0.823,–,0.914,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X7.9X9,2L152X152X7.9X9,37.0,4740,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,7.94,–,–,–,–,–,–,40.6,–,–,7.77,–,19.2,–,–,–,–,10.8,172,96.7,47.8,20.5,233,130,65.8,–,–,–,–,–,–,–,–,–,–,–,–,89.2,0.832,–,0.826,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X7.9X19,2L152X152X7.9X19,37.0,4740,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,7.94,–,–,–,–,–,–,40.6,–,–,7.77,–,19.2,–,–,–,–,10.8,172,96.7,47.8,22.6,256,140,69.1,–,–,–,–,–,–,–,–,–,–,–,–,91.7,0.841,–,0.826,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X22.2,2L127X127X22.2,80.6,10300,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,22.2,–,–,–,–,–,–,39.6,–,–,20.3,–,5.71,–,–,–,–,14.8,305,169,37.8,31.1,515,244,54.9,–,–,–,–,–,–,–,–,–,–,–,–,72.4,0.845,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X22.2X9,2L127X127X22.2X9,80.6,10300,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,22.2,–,–,–,–,–,–,39.6,–,–,20.3,–,5.71,–,–,–,–,14.8,305,169,37.8,35.2,564,267,58.4,–,–,–,–,–,–,–,–,–,–,–,–,75.2,0.856,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X22.2X19,2L127X127X22.2X19,80.6,10300,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,22.2,–,–,–,–,–,–,39.6,–,–,20.3,–,5.71,–,–,–,–,14.8,305,169,37.8,39.7,613,290,62.0,–,–,–,–,–,–,–,–,–,–,–,–,78.0,0.866,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X19,2L127X127X19,70.0,9030,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,19.1,–,–,–,–,–,–,38.6,–,–,17.7,–,6.67,–,–,–,–,13.1,267,148,38.1,26.4,428,208,54.1,–,–,–,–,–,–,–,–,–,–,–,–,72.4,0.840,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X19X9,2L127X127X19X9,70.0,9030,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,19.1,–,–,–,–,–,–,38.6,–,–,17.7,–,6.67,–,–,–,–,13.1,267,148,38.1,30.0,470,228,57.7,–,–,–,–,–,–,–,–,–,–,–,–,74.9,0.851,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X19X19,2L127X127X19X19,70.0,9030,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,19.1,–,–,–,–,–,–,38.6,–,–,17.7,–,6.67,–,–,–,–,13.1,267,148,38.1,33.8,515,247,61.2,–,–,–,–,–,–,–,–,–,–,–,–,77.7,0.861,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X15.9,2L127X127X15.9,59.2,7610,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,15.9,–,–,–,–,–,–,37.3,–,–,15.0,–,8.00,–,–,–,–,11.3,228,126,38.6,21.9,341,172,53.6,–,–,–,–,–,–,–,–,–,–,–,–,72.4,0.835,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X15.9X9,2L127X127X15.9X9,59.2,7610,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,15.9,–,–,–,–,–,–,37.3,–,–,15.0,–,8.00,–,–,–,–,11.3,228,126,38.6,24.8,379,188,57.2,–,–,–,–,–,–,–,–,–,–,–,–,74.9,0.846,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X15.9X19,2L127X127X15.9X19,59.2,7610,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,15.9,–,–,–,–,–,–,37.3,–,–,15.0,–,8.00,–,–,–,–,11.3,228,126,38.6,28.1,415,205,60.7,–,–,–,–,–,–,–,–,–,–,–,–,77.7,0.857,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X12.7,2L127X127X12.7,48.0,6180,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,12.7,–,–,–,–,–,–,36.1,–,–,12.2,–,10.0,–,–,–,–,9.41,185,103,38.9,17.4,261,137,53.1,–,–,–,–,–,–,–,–,–,–,–,–,72.4,0.830,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X12.7X9,2L127X127X12.7X9,48.0,6180,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,12.7,–,–,–,–,–,–,36.1,–,–,12.2,–,10.0,–,–,–,–,9.41,185,103,38.9,19.6,290,149,56.4,–,–,–,–,–,–,–,–,–,–,–,–,74.7,0.842,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X12.7X19,2L127X127X12.7X19,48.0,6180,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,12.7,–,–,–,–,–,–,36.1,–,–,12.2,–,10.0,–,–,–,–,9.41,185,103,38.9,22.2,320,163,59.9,–,–,–,–,–,–,–,–,–,–,–,–,77.5,0.852,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X11.1,2L127X127X11.1,42.4,5450,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,11.1,–,–,–,–,–,–,35.6,–,–,10.7,–,11.4,–,–,–,–,8.32,164,91.1,39.1,15.2,223,120,52.8,–,–,–,–,–,–,–,–,–,–,–,–,72.4,0.828,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X11.1X9,2L127X127X11.1X9,42.4,5450,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,11.1,–,–,–,–,–,–,35.6,–,–,10.7,–,11.4,–,–,–,–,8.32,164,91.1,39.1,17.1,249,130,56.1,–,–,–,–,–,–,–,–,–,–,–,–,74.7,0.839,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X11.1X19,2L127X127X11.1X19,42.4,5450,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,11.1,–,–,–,–,–,–,35.6,–,–,10.7,–,11.4,–,–,–,–,8.32,164,91.1,39.1,19.4,275,142,59.7,–,–,–,–,–,–,–,–,–,–,–,–,77.5,0.850,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X9.5,2L127X127X9.5,36.4,4710,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,9.53,–,–,–,–,–,–,34.8,–,–,9.27,–,13.3,–,–,–,–,7.28,142,79.0,39.4,13.0,187,103,52.6,–,–,–,–,–,–,–,–,–,–,–,–,72.1,0.826,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X9.5X9,2L127X127X9.5X9,36.4,4710,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,9.53,–,–,–,–,–,–,34.8,–,–,9.27,–,13.3,–,–,–,–,7.28,142,79.0,39.4,14.7,208,111,55.9,–,–,–,–,–,–,–,–,–,–,–,–,74.7,0.838,–,0.983,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X9.5X19,2L127X127X9.5X19,36.4,4710,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,9.53,–,–,–,–,–,–,34.8,–,–,9.27,–,13.3,–,–,–,–,7.28,142,79.0,39.4,16.6,231,122,59.4,–,–,–,–,–,–,–,–,–,–,–,–,77.2,0.848,–,0.983,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X7.9,2L127X127X7.9,30.6,3960,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,7.94,–,–,–,–,–,–,34.3,–,–,7.80,–,16.0,–,–,–,–,6.20,120,66.9,39.6,10.9,151,85.5,52.3,–,–,–,–,–,–,–,–,–,–,–,–,72.1,0.825,–,0.998,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X7.9X9,2L127X127X7.9X9,30.6,3960,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,7.94,–,–,–,–,–,–,34.3,–,–,7.80,–,16.0,–,–,–,–,6.20,120,66.9,39.6,12.2,170,92.9,55.6,–,–,–,–,–,–,–,–,–,–,–,–,74.7,0.836,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L127X127X7.9X19,2L127X127X7.9X19,30.6,3960,127,–,–,–,–,–,–,–,127,–,–,–,–,–,–,7.94,–,–,–,–,–,–,34.3,–,–,7.80,–,16.0,–,–,–,–,6.20,120,66.9,39.6,13.7,188,101,58.9,–,–,–,–,–,–,–,–,–,–,–,–,77.2,0.847,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X19,2L102X102X19,55.0,7030,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,19.1,–,–,–,–,–,–,32.3,–,–,17.3,–,5.33,–,–,–,–,6.33,164,91.4,30.0,13.6,287,134,43.9,–,–,–,–,–,–,–,–,–,–,–,–,57.9,0.847,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X19X9,2L102X102X19X9,55.0,7030,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,19.1,–,–,–,–,–,–,32.3,–,–,17.3,–,5.33,–,–,–,–,6.33,164,91.4,30.0,16.0,321,151,47.8,–,–,–,–,–,–,–,–,–,–,–,–,60.7,0.861,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X19X19,2L102X102X19X19,55.0,7030,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,19.1,–,–,–,–,–,–,32.3,–,–,17.3,–,5.33,–,–,–,–,6.33,164,91.4,30.0,18.7,354,169,51.6,–,–,–,–,–,–,–,–,–,–,–,–,63.8,0.874,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X15.9,2L102X102X15.9,46.8,5950,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,15.9,–,–,–,–,–,–,31.0,–,–,14.6,–,6.40,–,–,–,–,5.49,140,78.0,30.5,11.2,228,111,43.4,–,–,–,–,–,–,–,–,–,–,–,–,57.9,0.841,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X15.9X9,2L102X102X15.9X9,46.8,5950,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,15.9,–,–,–,–,–,–,31.0,–,–,14.6,–,6.40,–,–,–,–,5.49,140,78.0,30.5,13.2,257,124,47.0,–,–,–,–,–,–,–,–,–,–,–,–,60.7,0.854,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X15.9X19,2L102X102X15.9X19,46.8,5950,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,15.9,–,–,–,–,–,–,31.0,–,–,14.6,–,6.40,–,–,–,–,5.49,140,78.0,30.5,15.4,285,138,50.8,–,–,–,–,–,–,–,–,–,–,–,–,63.5,0.868,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X12.7,2L102X102X12.7,38.0,4840,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,12.7,–,–,–,–,–,–,30.0,–,–,11.9,–,8.00,–,–,–,–,4.58,115,64.2,30.7,8.91,174,87.7,42.9,–,–,–,–,–,–,–,–,–,–,–,–,57.9,0.834,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X12.7X9,2L102X102X12.7X9,38.0,4840,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,12.7,–,–,–,–,–,–,30.0,–,–,11.9,–,8.00,–,–,–,–,4.58,115,64.2,30.7,10.4,197,98.2,46.5,–,–,–,–,–,–,–,–,–,–,–,–,60.5,0.848,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X12.7X19,2L102X102X12.7X19,38.0,4840,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,12.7,–,–,–,–,–,–,30.0,–,–,11.9,–,8.00,–,–,–,–,4.58,115,64.2,30.7,12.1,220,109,50.0,–,–,–,–,–,–,–,–,–,–,–,–,63.2,0.862,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X11.1,2L102X102X11.1,33.4,4260,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,11.1,–,–,–,–,–,–,29.2,–,–,10.5,–,9.13,–,–,–,–,4.10,102,56.7,31.0,7.74,147,76.2,42.7,–,–,–,–,–,–,–,–,–,–,–,–,57.9,0.832,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X11.1X9,2L102X102X11.1X9,33.4,4260,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,11.1,–,–,–,–,–,–,29.2,–,–,10.5,–,9.13,–,–,–,–,4.10,102,56.7,31.0,8.99,167,84.6,46.0,–,–,–,–,–,–,–,–,–,–,–,–,60.5,0.846,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X11.1X19,2L102X102X11.1X19,33.4,4260,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,11.1,–,–,–,–,–,–,29.2,–,–,10.5,–,9.13,–,–,–,–,4.10,102,56.7,31.0,10.6,188,95.2,49.8,–,–,–,–,–,–,–,–,–,–,–,–,63.2,0.859,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X9.5,2L102X102X9.5,29.0,3690,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,9.53,–,–,–,–,–,–,28.7,–,–,9.09,–,10.7,–,–,–,–,3.60,88.2,49.2,31.2,6.66,123,65.5,42.4,–,–,–,–,–,–,–,–,–,–,–,–,57.9,0.829,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X9.5X9,2L102X102X9.5X9,29.0,3690,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,9.53,–,–,–,–,–,–,28.7,–,–,9.09,–,10.7,–,–,–,–,3.60,88.2,49.2,31.2,7.70,140,72.4,45.7,–,–,–,–,–,–,–,–,–,–,–,–,60.5,0.843,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X9.5X19,2L102X102X9.5X19,29.0,3690,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,9.53,–,–,–,–,–,–,28.7,–,–,9.09,–,10.7,–,–,–,–,3.60,88.2,49.2,31.2,8.95,158,80.5,49.3,–,–,–,–,–,–,–,–,–,–,–,–,63.2,0.856,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X7.9,2L102X102X7.9,24.2,3100,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,7.94,–,–,–,–,–,–,28.2,–,–,7.62,–,12.8,–,–,–,–,3.06,74.1,41.6,31.5,5.49,98.7,54.1,42.2,–,–,–,–,–,–,–,–,–,–,–,–,57.9,0.826,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X7.9X9,2L102X102X7.9X9,24.2,3100,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,7.94,–,–,–,–,–,–,28.2,–,–,7.62,–,12.8,–,–,–,–,3.06,74.1,41.6,31.5,6.41,113,60.3,45.5,–,–,–,–,–,–,–,–,–,–,–,–,60.2,0.840,–,0.997,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X7.9X19,2L102X102X7.9X19,24.2,3100,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,7.94,–,–,–,–,–,–,28.2,–,–,7.62,–,12.8,–,–,–,–,3.06,74.1,41.6,31.5,7.45,128,67.0,49.0,–,–,–,–,–,–,–,–,–,–,–,–,63.0,0.854,–,0.997,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X6.4,2L102X102X6.4,19.6,2490,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,6.35,–,–,–,–,–,–,27.4,–,–,6.12,–,16.0,–,–,–,–,2.50,59.6,33.8,31.8,4.37,76.0,42.9,41.9,–,–,–,–,–,–,–,–,–,–,–,–,57.9,0.824,–,0.998,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X6.4X9,2L102X102X6.4X9,19.6,2490,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,6.35,–,–,–,–,–,–,27.4,–,–,6.12,–,16.0,–,–,–,–,2.50,59.6,33.8,31.8,5.08,87.8,47.7,45.2,–,–,–,–,–,–,–,–,–,–,–,–,60.2,0.838,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L102X102X6.4X19,2L102X102X6.4X19,19.6,2490,102,–,–,–,–,–,–,–,102,–,–,–,–,–,–,6.35,–,–,–,–,–,–,27.4,–,–,6.12,–,16.0,–,–,–,–,2.50,59.6,33.8,31.8,5.87,99.8,52.8,48.5,–,–,–,–,–,–,–,–,–,–,–,–,63.0,0.851,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X12.7,2L89X89X12.7,32.8,4190,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,12.7,–,–,–,–,–,–,26.7,–,–,11.8,–,7.00,–,–,–,–,3.02,87.2,48.5,26.7,5.99,137,67.4,37.8,–,–,–,–,–,–,–,–,–,–,–,–,50.5,0.838,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X12.7X9,2L89X89X12.7X9,32.8,4190,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,12.7,–,–,–,–,–,–,26.7,–,–,11.8,–,7.00,–,–,–,–,3.02,87.2,48.5,26.7,7.20,157,76.9,41.4,–,–,–,–,–,–,–,–,–,–,–,–,53.3,0.854,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X12.7X19,2L89X89X12.7X19,32.8,4190,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,12.7,–,–,–,–,–,–,26.7,–,–,11.8,–,7.00,–,–,–,–,3.02,87.2,48.5,26.7,8.49,177,86.2,45.0,–,–,–,–,–,–,–,–,–,–,–,–,56.1,0.869,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X11.1,2L89X89X11.1,29.2,3730,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,11.1,–,–,–,–,–,–,26.2,–,–,10.5,–,7.99,–,–,–,–,2.71,77.3,43.3,26.9,5.29,117,59.5,37.6,–,–,–,–,–,–,–,–,–,–,–,–,50.5,0.835,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X11.1X9,2L89X89X11.1X9,29.2,3730,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,11.1,–,–,–,–,–,–,26.2,–,–,10.5,–,7.99,–,–,–,–,2.71,77.3,43.3,26.9,6.24,135,66.7,40.9,–,–,–,–,–,–,–,–,–,–,–,–,53.1,0.851,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X11.1X19,2L89X89X11.1X19,29.2,3730,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,11.1,–,–,–,–,–,–,26.2,–,–,10.5,–,7.99,–,–,–,–,2.71,77.3,43.3,26.9,7.45,153,75.7,44.7,–,–,–,–,–,–,–,–,–,–,–,–,56.1,0.866,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X9.5,2L89X89X9.5,25.2,3230,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,9.53,–,–,–,–,–,–,25.4,–,–,9.07,–,9.33,–,–,–,–,2.38,67.5,37.7,27.2,4.50,97.0,50.6,37.3,–,–,–,–,–,–,–,–,–,–,–,–,50.5,0.832,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X9.5X9,2L89X89X9.5X9,25.2,3230,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,9.53,–,–,–,–,–,–,25.4,–,–,9.07,–,9.33,–,–,–,–,2.38,67.5,37.7,27.2,5.33,112,56.9,40.6,–,–,–,–,–,–,–,–,–,–,–,–,53.1,0.848,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X9.5X19,2L89X89X9.5X19,25.2,3230,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,9.53,–,–,–,–,–,–,25.4,–,–,9.07,–,9.33,–,–,–,–,2.38,67.5,37.7,27.2,6.29,128,63.9,44.2,–,–,–,–,–,–,–,–,–,–,–,–,55.9,0.863,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X7.9,2L89X89X7.9,21.4,2710,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,7.94,–,–,–,–,–,–,24.9,–,–,7.62,–,11.2,–,–,–,–,2.03,57.0,31.8,27.4,3.73,78.0,42.0,37.1,–,–,–,–,–,–,–,–,–,–,–,–,50.5,0.829,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X7.9X9,2L89X89X7.9X9,21.4,2710,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,7.94,–,–,–,–,–,–,24.9,–,–,7.62,–,11.2,–,–,–,–,2.03,57.0,31.8,27.4,4.41,90.8,47.0,40.4,–,–,–,–,–,–,–,–,–,–,–,–,53.1,0.845,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X7.9X19,2L89X89X7.9X19,21.4,2710,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,7.94,–,–,–,–,–,–,24.9,–,–,7.62,–,11.2,–,–,–,–,2.03,57.0,31.8,27.4,5.24,104,53.3,43.9,–,–,–,–,–,–,–,–,–,–,–,–,55.9,0.860,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X6.4,2L89X89X6.4,17.2,2190,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,6.35,–,–,–,–,–,–,24.2,–,–,6.17,–,14.0,–,–,–,–,1.66,46.2,25.7,27.7,2.93,60.1,32.9,36.6,–,–,–,–,–,–,–,–,–,–,–,–,50.5,0.826,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X6.4X9,2L89X89X6.4X9,17.2,2190,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,6.35,–,–,–,–,–,–,24.2,–,–,6.17,–,14.0,–,–,–,–,1.66,46.2,25.7,27.7,3.49,70.5,37.2,39.9,–,–,–,–,–,–,–,–,–,–,–,–,52.8,0.842,–,0.965,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L89X89X6.4X19,2L89X89X6.4X19,17.2,2190,88.9,–,–,–,–,–,–,–,88.9,–,–,–,–,–,–,6.35,–,–,–,–,–,–,24.2,–,–,6.17,–,14.0,–,–,–,–,1.66,46.2,25.7,27.7,4.20,81.0,42.8,43.7,–,–,–,–,–,–,–,–,–,–,–,–,55.6,0.857,–,0.965,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L76X76X12.7,2L76X76X12.7,28.0,3560,76.2,–,–,–,–,–,–,–,76.2,–,–,–,–,–,–,12.7,–,–,–,–,–,–,23.6,–,–,11.7,–,6.00,–,–,–,–,1.83,62.6,34.7,22.7,3.83,105,50.1,32.8,–,–,–,–,–,–,–,–,–,–,–,–,43.4,0.842,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L76X76X12.7X9,2L76X76X12.7X9,28.0,3560,76.2,–,–,–,–,–,–,–,76.2,–,–,–,–,–,–,12.7,–,–,–,–,–,–,23.6,–,–,11.7,–,6.00,–,–,–,–,1.83,62.6,34.7,22.7,4.70,122,58.2,36.3,–,–,–,–,–,–,–,–,–,–,–,–,46.2,0.861,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
